Luminance,Diameter
0.127189537,5.44
0.127189537,6.230130475
0.127189537,5.228974105
0.139908491,6.69
0.139908491,4.50
0.139908491,5.89
0.139908491,5.41
0.139908491,6.207963836
0.139908491,5.179534281
0.15389934,6.67
0.15389934,4.46
0.15389934,5.84
0.15389934,5.38
0.15389934,6.185557328
0.15389934,5.129996393
0.169289274,6.66
0.169289274,4.43
0.169289274,5.80
0.169289274,5.36
0.169289274,6.162910949
0.169289274,5.080387378
0.186218201,6.65
0.186218201,4.39
0.186218201,5.75
0.186218201,5.33
0.186218201,6.140024702
0.186218201,5.030734328
0.204840021,6.64
0.204840021,4.35
0.204840021,5.71
0.204840021,5.30
0.204840021,6.116898584
0.204840021,4.981064433
0.225324024,6.62
0.225324024,4.31
0.225324024,5.66
0.225324024,5.27
0.225324024,6.093532597
0.225324024,4.931404917
0.247856426,6.61
0.247856426,4.28
0.247856426,5.61
0.247856426,5.24
0.247856426,6.06992674
0.247856426,4.881782983
0.272642069,6.59
0.272642069,4.24
0.272642069,5.57
0.272642069,5.21
0.272642069,6.046081014
0.272642069,4.832225753
0.299906275,6.58
0.299906275,4.21
0.299906275,5.52
0.299906275,5.18
0.299906275,6.021995418
0.299906275,4.782760204
0.329896903,6.56
0.329896903,4.17
0.329896903,5.47
0.329896903,5.15
0.329896903,5.997669953
0.329896903,4.733413116
0.362886593,6.55
0.362886593,4.14
0.362886593,5.42
0.362886593,5.12
0.362886593,5.973104617
0.362886593,4.68421101
0.399175253,6.53
0.399175253,4.10
0.399175253,5.37
0.399175253,5.09
0.399175253,5.948299413
0.399175253,4.635180093
0.439092778,6.51
0.439092778,4.07
0.439092778,5.33
0.439092778,5.06
0.439092778,5.923254338
0.439092778,4.586346204
0.483002056,6.49
0.483002056,4.04
0.483002056,5.28
0.483002056,5.03
0.483002056,5.897969394
0.483002056,4.53773476
0.531302261,6.47
0.531302261,4.00
0.531302261,5.23
0.531302261,5.00
0.531302261,5.872444581
0.531302261,4.489370702
0.584432487,6.45
0.584432487,3.97
0.584432487,5.18
0.584432487,4.97
0.584432487,5.846679898
0.584432487,4.44127845
0.642875736,6.43
0.642875736,3.94
0.642875736,5.13
0.642875736,4.94
0.642875736,5.820675345
0.642875736,4.393481853
0.70716331,6.41
0.70716331,3.91
0.70716331,5.08
0.70716331,4.91
0.70716331,5.794430922
0.70716331,4.346004148
0.777879641,6.39
0.777879641,3.88
0.777879641,5.03
0.777879641,4.88
0.777879641,5.76794663
0.777879641,4.298867912
0.855667605,6.37
0.855667605,3.85
0.855667605,4.98
0.855667605,4.84
0.855667605,5.741222469
0.855667605,4.252095031
0.941234365,6.34
0.941234365,3.82
0.941234365,4.93
0.941234365,4.81
0.941234365,5.714258437
0.941234365,4.205706657
1.035357802,6.32
1.035357802,3.79
1.035357802,4.88
1.035357802,4.78
1.035357802,5.687054537
1.035357802,4.159723179
1.138893582,6.30
1.138893582,3.76
1.138893582,4.83
1.138893582,4.75
1.138893582,5.659610766
1.138893582,4.114164191
1.25278294,6.27
1.25278294,3.73
1.25278294,4.78
1.25278294,4.72
1.25278294,5.631927126
1.25278294,4.069048466
1.378061234,6.24
1.378061234,3.71
1.378061234,4.73
1.378061234,4.69
1.378061234,5.604003616
1.378061234,4.024393934
1.515867357,6.22
1.515867357,3.68
1.515867357,4.68
1.515867357,4.65
1.515867357,5.575840237
1.515867357,3.980217659
1.667454093,6.19
1.667454093,3.66
1.667454093,4.63
1.667454093,4.62
1.667454093,5.547436988
1.667454093,3.936535821
1.834199502,6.16
1.834199502,3.63
1.834199502,4.59
1.834199502,4.59
1.834199502,5.518793869
1.834199502,3.893363708
2.017619453,6.13
2.017619453,3.61
2.017619453,4.54
2.017619453,4.56
2.017619453,5.489910881
2.017619453,3.850715698
2.219381398,6.09
2.219381398,3.58
2.219381398,4.49
2.219381398,4.52
2.219381398,5.460788023
2.219381398,3.808605255
2.441319538,6.06
2.441319538,3.56
2.441319538,4.44
2.441319538,4.49
2.441319538,5.431425296
2.441319538,3.767044926
2.685451492,6.03
2.685451492,3.54
2.685451492,4.39
2.685451492,4.46
2.685451492,5.401822699
2.685451492,3.726046334
2.953996641,5.99
2.953996641,3.51
2.953996641,4.34
2.953996641,4.43
2.953996641,5.371980232
2.953996641,3.685620187
3.249396305,5.96
3.249396305,3.49
3.249396305,4.29
3.249396305,4.39
3.249396305,5.341897896
3.249396305,3.645776272
3.574335935,5.92
3.574335935,3.47
3.574335935,4.25
3.574335935,4.36
3.574335935,5.31157569
3.574335935,3.606523473
3.931769529,5.88
3.931769529,3.45
3.931769529,4.20
3.931769529,4.33
3.931769529,5.281013615
3.931769529,3.567869768
4.324946482,5.84
4.324946482,3.43
4.324946482,4.15
4.324946482,4.29
4.324946482,5.25021167
4.324946482,3.529822252
4.75744113,5.80
4.75744113,3.41
4.75744113,4.11
4.75744113,4.26
4.75744113,5.219169855
4.75744113,3.492387142
5.233185243,5.76
5.233185243,3.39
5.233185243,4.06
5.233185243,4.23
5.233185243,5.187888171
5.233185243,3.455569796
5.756503767,5.72
5.756503767,3.37
5.756503767,4.01
5.756503767,4.19
5.756503767,5.156366617
5.756503767,3.419374734
6.332154144,5.67
6.332154144,3.35
6.332154144,3.97
6.332154144,4.16
6.332154144,5.124605193
6.332154144,3.383805649
6.965369558,5.62
6.965369558,3.34
6.965369558,3.93
6.965369558,4.13
6.965369558,5.0926039
6.965369558,3.348865437
7.661906514,5.58
7.661906514,3.32
7.661906514,3.88
7.661906514,4.09
7.661906514,5.060362737
7.661906514,3.314556213
8.428097165,5.53
8.428097165,3.30
8.428097165,3.84
8.428097165,4.06
8.428097165,5.027881705
8.428097165,3.280879339
9.270906882,5.48
9.270906882,3.29
9.270906882,3.79
9.270906882,4.03
9.270906882,4.995160803
9.270906882,3.247835445
10.19799757,5.42
10.19799757,3.27
10.19799757,3.75
10.19799757,3.99
10.19799757,4.962200031
10.19799757,3.215424457
11.21779733,5.37
11.21779733,3.25
11.21779733,3.71
11.21779733,3.96
11.21779733,4.92899939
11.21779733,3.183645624
12.33957706,5.32
12.33957706,3.24
12.33957706,3.67
12.33957706,3.92
12.33957706,4.895558879
12.33957706,3.152497545
13.57353477,5.26
13.57353477,3.23
13.57353477,3.63
13.57353477,3.89
13.57353477,4.861878499
13.57353477,3.121978195
14.93088824,5.20
14.93088824,3.21
14.93088824,3.59
14.93088824,3.86
14.93088824,4.827958249
14.93088824,3.092084955
16.42397707,5.14
16.42397707,3.20
16.42397707,3.55
16.42397707,3.82
16.42397707,4.793798129
16.42397707,3.062814641
18.06637477,5.08
18.06637477,3.18
18.06637477,3.51
18.06637477,3.79
18.06637477,4.75939814
18.06637477,3.034163529
19.87301225,5.02
19.87301225,3.17
19.87301225,3.47
19.87301225,3.75
19.87301225,4.724758281
19.87301225,3.00612739
21.86031348,4.95
21.86031348,3.16
21.86031348,3.43
21.86031348,3.72
21.86031348,4.689878552
21.86031348,2.978701512
24.04634482,4.89
24.04634482,3.15
24.04634482,3.39
24.04634482,3.69
24.04634482,4.654758954
24.04634482,2.951880732
26.45097931,4.82
26.45097931,3.14
26.45097931,3.36
26.45097931,3.65
26.45097931,4.619399486
26.45097931,2.925659465
29.09607724,4.75
29.09607724,3.12
29.09607724,3.32
29.09607724,3.62
29.09607724,4.583800149
29.09607724,2.900031728
32.00568496,4.68
32.00568496,3.11
32.00568496,3.28
32.00568496,3.59
32.00568496,4.547960942
32.00568496,2.874991172
35.20625346,4.61
35.20625346,3.10
35.20625346,3.25
35.20625346,3.55
35.20625346,4.511881865
35.20625346,2.850531105
38.7268788,4.53
38.7268788,3.09
38.7268788,3.22
38.7268788,3.52
38.7268788,4.475562919
38.7268788,2.82664452
42.59956668,4.46
42.59956668,3.08
42.59956668,3.18
42.59956668,3.48
42.59956668,4.439004103
42.59956668,2.803324122
46.85952335,4.38
46.85952335,3.07
46.85952335,3.15
46.85952335,3.45
46.85952335,4.402205418
46.85952335,2.780562351
51.54547568,4.30
51.54547568,3.06
51.54547568,3.12
51.54547568,3.42
51.54547568,4.365166863
51.54547568,2.758351406
56.70002325,4.22
56.70002325,3.05
56.70002325,3.08
56.70002325,3.38
56.70002325,4.327888438
56.70002325,2.736683271
62.37002558,4.14
62.37002558,3.05
62.37002558,3.05
62.37002558,3.35
62.37002558,4.290370144
62.37002558,2.715549736
68.60702814,4.05
68.60702814,3.04
68.60702814,3.02
68.60702814,3.31
68.60702814,4.25261198
68.60702814,2.694942418
75.46773095,3.97
75.46773095,3.03
75.46773095,2.99
75.46773095,3.28
75.46773095,4.214613947
75.46773095,2.674852786
83.01450404,3.88
83.01450404,3.02
83.01450404,2.96
83.01450404,3.25
83.01450404,4.176376043
83.01450404,2.655272178
91.31595445,3.79
91.31595445,3.01
91.31595445,2.93
91.31595445,3.21
91.31595445,4.137898271
91.31595445,2.636191821
100.4475499,3.70
100.4475499,3.01
100.4475499,2.91
100.4475499,3.18
100.4475499,4.099180628
100.4475499,2.61760285
110.4923049,3.61
110.4923049,3.00
110.4923049,2.88
110.4923049,3.15
110.4923049,4.060223116
110.4923049,2.599496326
121.5415354,3.52
121.5415354,2.99
121.5415354,2.85
121.5415354,3.11
121.5415354,4.021025735
121.5415354,2.581863252
133.6956889,3.43
133.6956889,2.99
133.6956889,2.83
133.6956889,3.08
133.6956889,3.981588484
133.6956889,2.564694592
147.0652578,3.34
147.0652578,2.98
147.0652578,2.80
147.0652578,3.05
147.0652578,3.941911363
147.0652578,2.54798128
161.7717836,3.24
161.7717836,2.97
161.7717836,2.78
161.7717836,3.01
161.7717836,3.901994372
161.7717836,2.531714243
177.9489619,3.14
177.9489619,2.97
177.9489619,2.75
177.9489619,2.98
177.9489619,3.861837512
177.9489619,2.515884407
195.7438581,3.05
195.7438581,2.96
195.7438581,2.73
195.7438581,2.95
195.7438581,3.821440783
195.7438581,2.500482712
215.3182439,2.95
215.3182439,2.96
215.3182439,2.70
215.3182439,2.91
215.3182439,3.780804183
215.3182439,2.485500127
236.8500683,2.85
236.8500683,2.95
236.8500683,2.68
236.8500683,2.88
236.8500683,3.739927715
236.8500683,2.470927658
260.5350752,2.76
260.5350752,2.94
260.5350752,2.66
260.5350752,2.85
260.5350752,3.698811376
260.5350752,2.456756358
286.5885827,2.66
286.5885827,2.94
286.5885827,2.64
286.5885827,2.82
286.5885827,3.657455168
286.5885827,2.442977339
315.247441,2.56
315.247441,2.93
315.247441,2.62
315.247441,2.78
315.247441,3.61585909
315.247441,2.42958178
346.7721851,2.46
346.7721851,2.93
346.7721851,2.60
346.7721851,2.75
346.7721851,3.574023143
346.7721851,2.416560935
381.4494036,2.36
381.4494036,2.93
381.4494036,2.58
381.4494036,2.72
381.4494036,3.531947326
381.4494036,2.403906141
419.5943439,2.27
419.5943439,2.92
419.5943439,2.56
419.5943439,2.69
419.5943439,3.48963164
419.5943439,2.391608826
461.5537783,2.17
461.5537783,2.92
461.5537783,2.54
461.5537783,2.66
461.5537783,3.447076083
461.5537783,2.379660514
507.7091561,2.07
507.7091561,2.91
507.7091561,2.52
507.7091561,2.62
507.7091561,3.404280658
507.7091561,2.368052831
558.4800717,1.98
558.4800717,2.91
558.4800717,2.50
558.4800717,2.59
558.4800717,3.361245362
558.4800717,2.356777512
614.3280789,1.88
614.3280789,2.90
614.3280789,2.48
614.3280789,2.56
614.3280789,3.317970197
614.3280789,2.345826402
675.7608868,1.79
675.7608868,2.90
675.7608868,2.46
675.7608868,2.53
675.7608868,3.274455163
675.7608868,2.335191465
743.3369755,1.70
743.3369755,2.90
743.3369755,2.45
743.3369755,2.50
743.3369755,3.230700258
743.3369755,2.324864785
817.670673,1.61
817.670673,2.89
817.670673,2.43
817.670673,2.47
817.670673,3.186705484
817.670673,2.314838571
899.4377403,1.52
899.4377403,2.89
899.4377403,2.42
899.4377403,2.44
899.4377403,3.142470841
899.4377403,2.305105158
989.3815144,1.43
989.3815144,2.89
989.3815144,2.40
989.3815144,2.40
989.3815144,3.097996328
989.3815144,2.295657009
1088.319666,1.34
1088.319666,2.88
1088.319666,2.39
1088.319666,2.37
1088.319666,3.053281945
1088.319666,2.286486722
1197.151632,1.26
1197.151632,2.88
1197.151632,2.37
1197.151632,2.34
1197.151632,3.008327693
1197.151632,2.277587024
1316.866796,1.18
1316.866796,2.88
1316.866796,2.36
1316.866796,2.31
1316.866796,2.963133571
1316.866796,2.268950782
1448.553475,1.10
1448.553475,2.88
1448.553475,2.34
1448.553475,2.28
1448.553475,2.917699579
1448.553475,2.260570994
1593.408823,1.02
1593.408823,2.87
1593.408823,2.33
1593.408823,2.25
1593.408823,2.872025718
1593.408823,2.252440797
1752.749705,0.95
1752.749705,2.87
1752.749705,2.32
1752.749705,2.22
1752.749705,2.826111988
1752.749705,2.244553465
1928.024676,0.88
1928.024676,2.87
1928.024676,2.30
1928.024676,2.19
1928.024676,2.779958387
1928.024676,2.23690241
2120.827143,0.81
2120.827143,2.87
2120.827143,2.29
2120.827143,2.16
2120.827143,2.733564917
2120.827143,2.229481181
2332.909857,0.75
2332.909857,2.86
2332.909857,2.28
2332.909857,2.13
2332.909857,2.686931578
2332.909857,2.222283462
2566.200843,0.68
2566.200843,2.86
2566.200843,2.27
2566.200843,2.10
2566.200843,2.640058368
2566.200843,2.215303079
2822.820927,0.62
2822.820927,2.86
2822.820927,2.26
2822.820927,2.08
2822.820927,2.59294529
2822.820927,2.208533989
3105.10302,0.57
3105.10302,2.86
3105.10302,2.25
3105.10302,2.05
3105.10302,2.545592341
3105.10302,2.201970287
3415.613322,0.52
3415.613322,2.85
3415.613322,2.24
3415.613322,2.02
3415.613322,2.497999523
3415.613322,2.195606204
3757.174654,0.47
3757.174654,2.85
3757.174654,2.23
3757.174654,1.99
3757.174654,2.450166835
3757.174654,2.1894361
4132.89212,0.42
4132.89212,2.85
4132.89212,2.22
4132.89212,1.96
4132.89212,2.402094278
4132.89212,2.183454472
4546.181332,0.38
4546.181332,2.85
4546.181332,2.21
4546.181332,1.93
4546.181332,2.353781851
4546.181332,2.177655945
5000.799465,0.34
5000.799465,2.85
5000.799465,2.20
5000.799465,1.91
5000.799465,2.305229555
5000.799465,2.172035274
5500.879411,0.30
5500.879411,2.85
5500.879411,2.19
5500.879411,1.88
5500.879411,2.256437389
5500.879411,2.166587341
6050.967353,0.26
6050.967353,2.84
6050.967353,2.18
6050.967353,1.85
6050.967353,2.207405353
6050.967353,2.161307156
6656.064088,0.23
6656.064088,2.84
6656.064088,2.17
6656.064088,1.82
6656.064088,2.158133447
6656.064088,2.156189851
7321.670497,0.20
7321.670497,2.84
7321.670497,2.16
7321.670497,1.80
7321.670497,2.108621672
7321.670497,2.151230683
8053.837546,0.18
8053.837546,2.84
8053.837546,2.15
8053.837546,1.77
8053.837546,2.058870028
8053.837546,2.146425027
8859.221301,0.15
8859.221301,2.84
8859.221301,2.14
8859.221301,1.74
8859.221301,2.008878514
8859.221301,2.14176838
9745.143431,0.13
9745.143431,2.84
9745.143431,2.14
9745.143431,1.72
9745.143431,1.95864713
9745.143431,2.137256351
10000,0.13
10000,2.84
10000,2.13
10000,1.71
10000,1.945
10000,2.13605854
